hour,private_class,sleep_hour,phone_hour,score
3.745401188473625,4,6.91828055925436,5.592709694901674,60.33871721521629
9.50714306409916,3,4.388673184824924,3.3907991015352534,84.44334419715635
7.319939418114051,5,8.871974038330833,4.179904943261354,87.43039310781703
5.986584841970366,2,8.931053722398016,5.534996287063774,75.45981575431432
1.5601864044243652,3,7.490808570098726,4.243431805880392,60.40286389560142
1.5599452033620265,4,6.680481831720602,0.9152342574855681,63.335075982612835
0.5808361216819946,1,5.547638081431639,3.457730161000879,38.89797196721288
8.661761457749352,3,8.068975098534743,3.6402902782971354,91.40872620325521
6.011150117432088,1,7.4236558627693965,2.544784027814316,70.76319979897922
7.080725777960454,5,4.813084696724457,4.418665413748337,82.64889950679766
0.20584494295802447,2,8.554635922469213,5.606202088614089,44.54990032353529
9.699098521619943,0,8.112686214615845,5.553411077440658,73.25878829969867
8.324426408004218,2,8.74899956645962,2.7050362284247926,94.97383733466904
2.1233911067827616,3,7.6285975419418,0.6794282750445315,74.69356658666344
1.8182496720710062,1,7.0670759796789495,5.909047193774008,41.519788579172655
1.8340450985343382,1,6.091215181453094,5.033388518675604,42.99133921427509
3.0424224295953772,4,8.663642416770067,0.7479760872196011,77.86731428540406
5.247564316322379,1,8.330319447502042,5.525051295704234,64.34236185043105
4.319450186421157,4,4.226093350530947,5.219378172372769,63.70963074800467
2.9122914019804194,5,4.13183487248626,3.113028342756433,71.69331984923178
6.118528947223795,0,5.882316834390248,3.5476526144695755,63.65679770079657
1.3949386065204183,3,8.052766653909163,2.3940162232207816,57.08632263398821
2.9214464853521815,4,8.936380646574722,0.328569832932188,72.38199803296602
3.663618432936917,0,4.752084455517641,2.0111834498754053,52.4354180398326
4.56069984217036,1,6.970653576760675,4.817120691588069,59.04401061534619
7.851759613930136,1,5.904454283155108,0.027792138027617153,92.44224029658966
1.9967378215835974,0,8.849571989073016,2.000995030146865,54.011232894716315
5.142344384136116,1,8.210594615678543,2.3890121615456597,71.96765671419735
5.924145688620425,5,8.19164352355569,3.2243736176275375,84.94800493225519
0.46450412719997725,5,6.343465798974851,5.519133698476563,55.07719890840756
6.075448519014383,0,6.074097511688326,2.0780759661957675,78.77683035708772
1.7052412368729153,4,5.367035359653531,2.081719211377366,58.25536740169727
0.6505159298527952,4,4.281877483254636,4.4250074886584905,44.94329791253019
9.488855372533333,0,8.323611881275266,2.713307645338843,90.92645504027806
9.656320330745594,4,8.064505045650389,1.3476289376398918,100.0
8.08397348116461,4,8.998588366430653,2.71463709679616,100.0
3.0461376917337066,5,8.983184185369527,0.8451421222787991,82.64330278246395
0.9767211400638387,4,6.777158528013137,1.0583219190373399,61.34909244986076
6.842330265121569,2,7.8449370759025525,2.9902066364368785,81.87040108559813
4.4015249373960135,3,8.723828649412141,2.5135526970272872,79.25138628776158
1.2203823484477883,1,8.248236953387057,5.489075406408601,48.10071206163454
4.951769101112702,2,5.236740508715988,2.1743633946997987,70.0973205917089
0.34388521115218396,4,6.252720676550467,3.4835301016682605,56.365739276971254
9.093204020787821,5,4.645797075757475,3.7935857275171823,95.26615456979474
2.587799816000169,0,8.770255136293612,0.07856673953000182,69.4942585380541
6.62522284353982,4,7.030873172254401,3.9812242321002635,83.12266084091583
3.1171107608941098,5,5.143214027517313,1.0682158012185086,71.65394991437888
5.200680211778108,3,7.358503422029283,5.766421904816731,67.1609412093065
5.4671027934327965,4,7.090641202289479,0.8919763665186777,88.91174701480766
1.8485445552552704,0,5.790813590164202,2.4877447423621426,44.66664971641418
9.695846277645586,5,4.567787960998145,0.5120980084718632,100.0
7.7513282336111455,5,7.357865977963998,5.981245511075684,82.27586632685679
9.394989415641891,5,6.601538504518967,3.0131700619874557,98.15863249760085
8.948273504276488,3,7.861591958678197,3.5723101039202625,95.70175384605304
5.978999788110851,4,6.6008175055599665,0.4024588643305649,87.54464550957279
9.218742350231167,3,8.260907501592701,4.499762822395066,90.19256586914406
0.884925020519195,1,6.759534193872428,1.2594335585735146,46.735392452155715
1.959828624191452,1,6.804689857676932,5.3883257366442825,48.52631072572029
0.45227288910538066,4,8.383268013291726,1.230837842892043,65.73735479202425
3.2533033076326436,3,6.017414331061985,1.1441263239819994,76.72415873254312
3.8867728968948203,0,4.670076142253204,0.21929800708856928,59.98548296087311
2.713490317738959,5,4.143913381566695,2.8324016706599955,64.44440982576647
8.287375091519294,5,7.775686278368095,3.3890467995756985,95.35276416460407
3.567533266935893,4,7.1015477567673235,0.3942518365701142,83.26290319140375
2.8093450968738076,1,7.520398840496117,4.653165700170064,52.47280452690038
5.426960831582485,1,5.064820807544553,2.7197330084881655,66.25179903652479
1.4092422497476265,5,4.681857377933849,3.14634161596548,60.32713439389483
8.021969807540398,4,4.07272332833941,2.644576481629369,85.38593313467382
0.7455064367977082,3,5.752937794032984,2.4045783652519557,50.94210067274807
9.868869366005173,1,6.949588434273165,3.3578419878493073,87.88349142118479
7.722447692966574,3,5.9612202254986615,0.931441475584275,92.95994593715002
1.987156815341724,1,6.1873746101186455,1.0915687829716267,52.354501099310255
0.05522117123602399,1,8.520793472468743,5.170713726081104,41.543962479060006
8.154614284548341,2,5.741277335116502,5.676692772801797,70.88309592709881
7.068573438476172,1,6.569947445799054,2.2398558976785177,81.6570653669404
7.2900716804098735,0,7.918265063705715,1.6244680388613226,73.00059456130906
7.712703466859457,4,5.982713911606351,3.8639972594340946,81.41771370857843
0.7404465173409036,4,7.110433501139367,2.452405026588578,59.99498975612286
3.5846572854427263,3,8.311818543733725,0.15231813396206917,83.19020021380328
1.1586905952512971,1,8.747603118288211,0.9369155841971422,58.02294923516331
8.631034258755935,0,4.7353674046451895,4.295833373084385,69.06125742228302
6.232981268275579,3,8.632938125807472,3.953543651460908,86.36899801252687
3.308980248526492,2,6.460581465397691,0.16257595502090094,62.964305773441104
0.6355835028602363,3,5.291221941494792,1.3318329715976966,45.518213498906775
3.109823217156622,3,6.295678781191306,1.3864487795284284,69.06356325712115
3.2518332202674705,1,8.900162876427386,4.03135646159237,57.33756025418931
7.29606178338064,2,6.463090469964348,0.11826322652618493,82.74239066234541
6.3755747135521315,3,5.6437580514375405,0.6246514919074431,85.66200392571625
8.872127425763265,0,7.167004271583629,4.799496512239136,76.79519457991717
4.722149251619493,0,5.200728093890966,1.0712679723260017,61.39526297460993
1.195942459383017,4,4.37931664054332,3.9164766471112484,45.853022141715144
7.13244787222995,2,4.644398609553246,1.4290966862803591,82.27317123567683
7.607850486168974,2,4.640229194788862,0.596648356556071,85.84597489081575
5.612771975694963,4,4.759513467561471,1.4590331459967245,78.09450456184193
7.70967179954561,3,4.694135863247051,4.333601591133955,83.93425835346494
4.937955963643907,2,7.204373724016073,5.1341788086377145,59.37350955493952
5.227328293819941,0,4.909400421995724,4.981319187401949,48.29198375775676
4.275410183585496,0,5.728336416619316,2.3831011777107287,56.25570308225835
0.2541912674409519,1,8.483942049530059,4.008510819423877,44.90557044273555
1.0789142699330445,2,6.3698082013143615,1.2299057724949258,56.5243522516324
0.3142918568673425,3,7.337788692605136,1.7588863815660796,54.80006464130297
6.364104112637804,4,4.861599356008149,5.378014911126718,72.5114470537888
3.143559810763267,4,4.961445094043354,0.07801154106441621,66.64431932477926
5.085706911647028,3,4.204343081332395,0.5130511851268085,80.2328823630144
9.07566473926093,5,4.844675315360822,1.247317530876164,97.7087481573723
2.4929222914887497,1,5.392951695159793,0.1591932232429183,64.2274960032913
4.103829230356297,4,4.885052421383734,1.0886126105387839,74.36012245537303
7.555511385430487,2,4.443512668785278,3.498249365818153,76.31874122433206
2.2879816549162246,1,4.603179355503004,2.528547303554988,52.90141282910387
0.7697990982879299,2,6.303893840163629,5.356030266461849,44.265833116599026
2.8975145291376805,0,5.0316685920289625,4.904661370430645,46.93999176744186
1.6122128725400442,1,5.8213493052403775,2.050904110187256,56.67173514891636
9.29697652342573,4,6.5170863542742845,1.556540600587755,99.09833806112452
8.08120379564417,1,7.451974143146827,2.278154449003601,85.92654793983638
6.334037565104235,1,4.196560699205495,3.5417696550888467,64.82039262998236
8.714605901877178,1,7.997051994545213,1.6083818449372576,94.6668302435113
8.036720768991145,5,7.139501947454539,3.744893447094804,88.2529764952667
1.8657005888603584,1,4.4087951597443595,2.4564699131474423,55.738888944190755
8.925589984899778,2,8.367893120533886,3.3122830851118814,88.86591673222614
5.393422419156507,0,8.604362002659066,2.6167591748119,63.42909879357691
8.074401551640625,3,4.305389799274319,1.766794557251506,85.11097948027039
