Sensor_1,Sensor_2,Sensor_3,Sensor_4,RUL
0.0582873544753415,0.071832560019635,0.0832352601503813,0.043065826763884,1.0
0.0584313126318452,0.0718996825236098,0.0833037306378495,0.0431151026620344,0.9999666655555184
0.0584273272322955,0.0719358638344846,0.083305180056804,0.0431473136369241,0.999933331111037
0.0584344238733614,0.071990436089141,0.0833205195887429,0.0431806592713829,0.9998999966665556
0.0582535630420668,0.072061895635214,0.0833669801301152,0.0432401734242322,0.999866662222074
0.0582305440502506,0.0721050670016642,0.0834004049053484,0.043280392041119,0.9998333277775926
0.0584886167296575,0.0721643690655198,0.0834136182114745,0.0432996927112818,0.9997999933331112
0.0583028126011624,0.0722297651751698,0.0834502749308924,0.0433400434388521,0.9997666588886296
0.0584736087894396,0.0722960045255663,0.0834877600036138,0.043383735344727,0.999733324444148
0.058733894651237,0.0723152369644765,0.083509056437294,0.0434484950723164,0.9996999899996668
0.0583845365453447,0.0724218976635118,0.0835468745689867,0.0434404014157831,0.9996666555551852
0.0585535617871484,0.0724609525608399,0.0835853463099028,0.0435235833898165,0.9996333211107036
0.058579978747351,0.0725123870096313,0.0836208227734618,0.0434931084534475,0.9995999866662222
0.0584961894925096,0.0725779461850079,0.0836479396281203,0.0435814930665714,0.9995666522217408
0.0587012276850339,0.0726245449335686,0.0836696591856562,0.0435926303968349,0.9995333177772592
0.0584789693247142,0.0726908398875026,0.083719063532546,0.0436778526781814,0.9994999833327778
0.0586230186653134,0.0727468085462632,0.083757866198814,0.0436750704487535,0.9994666488882964
0.0586253989284258,0.0728023707444633,0.0837508406203275,0.0437355815286769,0.9994333144438148
0.0586905992167282,0.0728596910296807,0.083790620737851,0.0437318957396138,0.9993999799993332
0.0587244823623327,0.0728953175008637,0.0838335073705439,0.0438020458357125,0.9993666455548518
0.0586300591859329,0.0729929808103008,0.0838397969347484,0.0438365026236347,0.9993333111103704
0.0587051839999607,0.0730364613288039,0.0839050984842373,0.0438787201206161,0.9992999766658888
0.0585536046666792,0.0731142752296283,0.0839400145328369,0.0439344617344608,0.9992666422214074
0.0585966316907177,0.0731496532611173,0.0839613712225384,0.0439120566866503,0.999233307776926
0.0587890125671313,0.0731709011681506,0.083998365218253,0.043995844402175,0.9991999733324444
0.0587014287374153,0.0732570525343108,0.084019169584833,0.0439897190875268,0.999166638887963
0.0588921968491025,0.0732945526263001,0.0840580630114192,0.0440806243675761,0.9991333044434816
0.0586645947760785,0.073358836910007,0.0840487328853184,0.0441055054324182,0.999099969999
0.0587805539070305,0.0734155629505961,0.0840865503994837,0.0441583235876769,0.9990666355545184
0.0590730469940982,0.0734861340612697,0.0841574325368749,0.0442322169476102,0.999033301110037
0.058919681294907,0.0735511385007502,0.0841668032538698,0.044215061581859,0.9989999666655556
0.0589360602526071,0.0736200898779686,0.0842128195249539,0.0442658899117019,0.998966632221074
0.0588143658924937,0.0736619502679806,0.0842720895696344,0.0443084946894282,0.9989332977765926
0.0589388060137312,0.0736939010523548,0.0842840990581916,0.0443498222018112,0.9988999633321112
0.0589082835060502,0.0737688324500457,0.0843345137285145,0.044419656559238,0.9988666288876296
0.0590636265562159,0.0738077787865276,0.0843224835072434,0.0444008499520927,0.998833294443148
0.0588570461814435,0.0738881889246329,0.0843577179492122,0.0444613514909802,0.9987999599986668
0.0590731492091032,0.073950182553313,0.0844152779745042,0.044480276631452,0.9987666255541852
0.0588180874395289,0.0739737437903709,0.0844169452224695,0.0445541109111929,0.9987332911097035
0.0589548872937936,0.0740106442607732,0.0844449461603525,0.0445322825116289,0.9986999566652222
0.0590318183506913,0.0740106435236876,0.0843834708763768,0.0444969046535831,0.9986666222207408
0.0591261688699332,0.0740761060948265,0.084409939828163,0.0445597240920739,0.9986332877762591
0.0590297651137748,0.0740270851888974,0.0843972778199766,0.0445352966975341,0.9985999533317778
0.0591335870555869,0.0740232336667004,0.0843700976313472,0.044523089664626,0.9985666188872964
0.0591622460594229,0.0740522338012848,0.0843597477878399,0.0445376258179569,0.9985332844428148
